"Player","Role","Team","Opponent_Team","Opponent_Player","Date","Round","Day","Patch","Stage","No_Game","all_Games","Format","Game_of_day","Side","Time","Ban","Ban_Opponent","Pick","Pick_Opponent","Champion","Champion_Opponent","Outcome","Kills_Team","Turrets_Team","Dragon_Team","Baron_Team","Level","Kills","Deaths","Assists","KDA","CS","CS in Team's Jungle","CS in Enemy Jungle","CSM","Golds","GPM","GOLD%","Vision Score","Wards placed","Wards destroyed","Control Wards Purchased","Detector Wards Placed","VSPM","WPM","VWPM","WCPM","VS%","Total damage to Champion","Physical Damage","Magic Damage","True Damage","DPM","DMG%","K+A Per Minute","KP%","Solo kills","Double kills","Triple kills","Quadra kills","Penta kills","GD@15","CSD@15","XPD@15","LVLD@15","Objectives Stolen","Damage dealt to turrets","Damage dealt to buildings","Total heal","Total Heals On Teammates","Damage self mitigated","Total Damage Shielded On Teammates","Time ccing others","Total Time CC Dealt","Total damage taken","Total Time Spent Dead","Consumables purchased","Items Purchased","Shutdown bounty collected","Shutdown bounty lost"
"Targamas","SUPPORT","KC","G2","Mikyx","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","2","3","5","Blue","0:34:00","LeBlanc","Nautilus","Gnar","Xayah","Braum","Leona","Loss","10","3","0","0","12","1","4","5","1.5","34","0","0","1","7616","224","13.4","127","64","17","18","16","3.74","1.88","0.53","0.5","41.9","4864","443","4403","18","143","5.7","0.18","60","0","0","0","0","0","-292","-7","-27","0","0","0","0","3169","911","21141","770","33","197","29503","80","20","38","200","0"
"Brokenblade","TOP","G2","KC","Canna","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","2","3","5","Red","0:34:00","Zeri","Corki","Leona","Sejuani","Renekton","Gnar","Win","18","10","5","2","18","2","2","7","4.5","296","24","0","8.7","13647","401","19.9","64","16","15","4","4","1.88","0.47","0.12","0.44","19.3","16577","14106","2119","352","488","14","0.26","50","0","0","0","0","0","-322","1","-410","0","0","2950","2950","12337","0","44911","0","25","291","39607","70","5","21","0","100"
"Yike","JUNGLE","G2","KC","Closer","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","2","3","5","Red","0:34:00","Rumble","Azir","Ezreal","Kaisa","Zyra","Sejuani","Win","18","10","5","2","17","6","3","8","4.7","236","207","0","6.9","13959","411","20.4","53","10","11","10","8","1.56","0.29","0.29","0.32","16","37465","948","32650","3867","1102","31.7","0.41","77.8","1","1","0","0","0","1204","45","1845","2","0","2309","2309","6476","0","11052","0","37","755","17964","89","10","29","0","200"
"Caps","MID","G2","KC","Vladi","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","2","3","5","Red","0:34:00","Tristana","Lucian","Renekton","Yone","Ezreal","Yone","Win","18","10","5","2","18","4","3","8","4","277","19","0","8.1","14528","427","21.2","43","9","9","4","3","1.26","0.26","0.12","0.26","13","28589","20173","7960","456","841","24.2","0.35","66.7","1","0","0","0","0","382","29","131","0","0","7169","7169","8050","0","14361","0","2","49","22646","46","6","25","150","250"
"Hans_Sama","ADCARRY","G2","KC","Upset","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","2","3","5","Red","0:34:00","Rakan","Brand","Zyra","Braum","Xayah","Kaisa","Win","18","10","5","2","18","6","1","7","13","337","13","0","9.9","17161","505","25","30","15","5","3","3","0.88","0.44","0.09","0.15","9.1","27233","25961","0","1272","801","23","0.38","72.2","1","1","0","0","0","738","-6","8","0","0","12297","12297","7083","0","9017","0","17","126","14232","38","5","24","100","150"
"Mikyx","SUPPORT","G2","KC","Targamas","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","2","3","5","Red","0:34:00","Nautilus","LeBlanc","Xayah","Gnar","Leona","Braum","Win","18","10","5","2","13","0","1","13","13","39","0","0","1.1","9240","272","13.5","141","62","22","15","15","4.15","1.82","0.44","0.65","42.6","8466","1700","5293","1473","249","7.2","0.38","72.2","0","0","0","0","0","292","7","27","0","0","1719","1719","2318","375","26468","971","36","65","22217","35","18","34","0","0"
"Irrelevant","TOP","SK","FNC","Oscarinin","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","1","Blue","0:31:20","Ivern","Rumble","Sejuani","Tristana","Renekton","Ornn","Loss","11","3","1","0","16","3","2","3","3","270","0","0","8.6","12292","392","22.4","40","11","9","5","4","1.28","0.35","0.16","0.29","16.1","20152","16199","3825","128","643","25.9","0.19","54.5","0","1","0","0","0","1915","36","1472","1","0","6947","6947","11264","0","55225","0","26","77","38985","53","6","23","0","0"
"Isma","JUNGLE","SK","FNC","Razork","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","1","Blue","0:31:20","Vi","Lucian","Renekton","Kaisa","Sejuani","Zyra","Loss","11","3","1","0","14","4","3","6","3.3","162","144","0","5.2","10186","325","18.6","40","6","11","7","5","1.28","0.19","0.22","0.35","16.1","12826","7253","5177","396","409","16.5","0.32","90.9","0","0","0","0","0","645","-18","-548","0","0","0","0","13841","189","56232","0","26","459","44702","55","8","24","50","50"
"Nisqy","MID","SK","FNC","Humanoid","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","1","Blue","0:31:20","Azir","Gnar","Taliyah","Ornn","Taliyah","Tristana","Loss","11","3","1","0","15","4","8","4","1","222","16","0","7.1","12337","394","22.5","28","17","5","7","7","0.89","0.54","0.22","0.16","11.2","25778","1470","24308","0","823","33.2","0.26","72.7","1","1","0","0","0","-1707","-35","-1166","-1","0","354","354","455","0","9676","0","32","542","19754","203","11","27","700","0"
"Rahel","ADCARRY","SK","FNC","Noah","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","1","Blue","0:31:20","Brand","Zeri","Xayah","Zyra","Xayah","Kaisa","Loss","11","3","1","0","17","0","2","3","1.5","372","22","0","11.9","13511","431","24.7","24","10","7","3","2","0.77","0.32","0.1","0.22","9.6","15670","15540","0","130","500","20.2","0.1","27.3","0","0","0","0","0","-59","1","-3","0","0","1369","1369","5835","0","8463","0","10","89","14268","50","4","20","0","100"
"Luon","SUPPORT","SK","FNC","Jun","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","1","Blue","0:31:20","Nautilus","Ezreal","Rakan","Alistar","Rakan","Alistar","Loss","11","3","1","0","11","0","5","4","0.8","20","0","0","0.6","6444","206","11.8","117","74","9","15","14","3.73","2.36","0.48","0.29","47","3311","608","2703","0","106","4.3","0.13","36.4","0","0","0","0","0","-108","0","-600","-1","0","586","586","4596","1241","17544","1955","21","64","22592","112","17","28","0","0"
"Oscarinin","TOP","FNC","SK","Irrelevant","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","1","Red","0:31:20","Rumble","Ivern","Tristana","Sejuani","Ornn","Renekton","Win","20","11","3","1","16","3","2","8","5.5","195","0","0","6.2","11386","363","17.6","32","9","9","4","3","1.02","0.29","0.13","0.29","11.9","16167","5927","10126","114","516","14.6","0.35","55","0","0","0","0","0","-1915","-36","-1472","-1","0","3888","3888","2571","0","34473","0","31","351","27980","60","5","25","100","0"
"Razork","JUNGLE","FNC","SK","Isma","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","1","Red","0:31:20","Lucian","Vi","Kaisa","Renekton","Zyra","Sejuani","Win","20","11","3","1","16","4","3","10","4.7","234","197","0","7.5","12637","403","19.5","66","8","24","7","7","2.11","0.26","0.22","0.77","24.4","23433","876","20445","2112","748","21.2","0.45","70","1","0","0","0","0","-645","18","548","0","0","3094","3094","7275","553","7228","0","45","647","17005","104","7","29","0","50"
"Humanoid","MID","FNC","SK","Nisqy","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","1","Red","0:31:20","Gnar","Azir","Ornn","Taliyah","Tristana","Taliyah","Win","20","11","3","1","18","8","2","5","6.5","367","48","0","11.7","17741","566","27.4","48","10","19","1","1","1.53","0.32","0.03","0.61","17.8","34423","31815","1982","626","1099","31.2","0.41","65","0","0","1","0","0","1707","35","1166","1","0","11205","11205","10607","0","13947","0","8","132","21817","63","3","21","50","700"
"Noah","ADCARRY","FNC","SK","Rahel","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","1","Red","0:31:20","Zeri","Brand","Zyra","Xayah","Kaisa","Xayah","Win","20","11","3","1","17","5","0","7","Perfect_KDA","343","20","0","10.9","14646","467","22.6","28","13","6","4","4","0.89","0.41","0.13","0.19","10.4","31888","13708","17779","401","1018","28.9","0.38","60","0","0","0","0","0","59","-1","3","0","0","5543","5543","6676","0","9770","0","2","71","13932","0","5","27","0","0"
"Jun","SUPPORT","FNC","SK","Luon","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","1","Red","0:31:20","Ezreal","Nautilus","Alistar","Rakan","Alistar","Rakan","Win","20","11","3","1","13","0","4","12","3","20","0","0","0.6","8273","264","12.8","96","47","9","10","10","3.06","1.5","0.32","0.29","35.6","4535","374","4097","64","145","4.1","0.38","60","0","0","0","0","0","108","0","600","1","0","114","114","9852","5711","27214","0","40","98","24136","79","12","31","0","0"
"Irrelevant","TOP","SK","FNC","Oscarinin","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","2","Blue","0:27:15","Ivern","Rumble","Tristana","Sejuani","Renekton","Jax","Loss","6","4","0","0","14","3","6","0","0.5","189","0","0","6.9","9847","361","22.2","27","14","7","6","5","0.99","0.51","0.22","0.26","14.1","17119","12964","4155","0","628","27.2","0.11","50","0","0","0","0","0","976","6","440","1","0","4025","4025","7330","0","35876","0","14","43","34240","190","7","21","50","250"
"Isma","JUNGLE","SK","FNC","Razork","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","2","Blue","0:27:15","Vi","Lucian","Renekton","Kaisa","Nidalee","Sejuani","Loss","6","4","0","0","13","1","4","1","0.5","194","179","0","7.1","9082","333","20.4","40","7","9","5","4","1.47","0.26","0.18","0.33","20.9","13812","570","11146","2096","507","22","0.07","33.3","0","0","0","0","0","911","28","1423","1","0","684","684","18824","2940","18189","0","7","132","29659","108","6","18","0","0"
"Nisqy","MID","SK","FNC","Humanoid","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","2","Blue","0:27:15","Corki","Gnar","Nidalee","Taliyah","Azir","Taliyah","Loss","6","4","0","0","14","1","5","3","0.8","216","12","0","7.9","10066","369","22.7","25","14","7","5","5","0.92","0.51","0.18","0.26","13.1","15457","919","14538","0","567","24.6","0.15","66.7","0","0","0","0","0","204","-31","-393","0","0","3493","3493","3083","0","15022","0","10","119","22816","159","8","25","0","0"
"Rahel","ADCARRY","SK","FNC","Noah","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","2","Blue","0:27:15","Poppy","Zeri","Azir","Jax","Tristana","Kaisa","Loss","6","4","0","0","14","1","5","2","0.6","233","12","0","8.6","9727","357","21.9","17","11","4","4","4","0.62","0.4","0.15","0.15","8.9","13284","11594","1358","332","487","21.1","0.11","50","0","0","0","0","0","-68","-5","518","0","0","3690","3690","2188","0","10008","0","6","118","18821","162","5","21","0","50"
"Luon","SUPPORT","SK","FNC","Jun","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","2","Blue","0:27:15","KSante","Ezreal","Alistar","Rakan","Alistar","Rakan","Loss","6","4","0","0","9","0","6","4","0.7","16","0","0","0.6","5716","210","12.9","82","51","6","10","10","3.01","1.87","0.37","0.22","42.9","3199","339","2419","441","117","5.1","0.15","66.7","0","0","0","0","0","-103","-2","-646","-1","0","0","0","3445","2131","33154","0","36","87","21450","95","12","25","0","0"
"Oscarinin","TOP","FNC","SK","Irrelevant","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","2","Red","0:27:15","Rumble","Ivern","Sejuani","Tristana","Jax","Renekton","Win","26","11","4","1","16","11","3","8","6.3","230","20","0","8.4","14268","524","24","30","10","6","3","3","1.1","0.37","0.11","0.22","11.7","23756","13158","9571","1027","872","23.8","0.7","73.1","1","4","0","0","0","-976","-6","-440","-1","0","12396","12396","4557","0","26861","0","19","431","28304","82","4","29","0","50"
"Razork","JUNGLE","FNC","SK","Isma","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","2","Red","0:27:15","Lucian","Vi","Kaisa","Renekton","Sejuani","Nidalee","Win","26","11","4","1","15","3","1","17","20","168","124","0","6.2","10231","375","17.2","29","3","9","4","3","1.06","0.11","0.15","0.33","11.3","16011","8130","5746","2135","588","16.1","0.73","76.9","0","0","0","0","0","-911","-28","-1423","-1","0","1289","1289","16276","278","37447","0","35","440","37644","36","6","26","0","0"
"Humanoid","MID","FNC","SK","Nisqy","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","2","Red","0:27:15","Gnar","Corki","Taliyah","Nidalee","Taliyah","Azir","Win","26","11","4","1","16","5","2","15","10","249","16","0","9.1","13524","496","22.8","25","8","8","1","1","0.92","0.29","0.04","0.29","9.8","24412","1373","22345","694","896","24.5","0.73","76.9","0","0","0","0","0","-204","31","393","0","0","10138","10138","604","0","7772","0","37","585","10931","76","3","23","50","50"
"Noah","ADCARRY","FNC","SK","Rahel","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","2","Red","0:27:15","Zeri","Poppy","Jax","Azir","Kaisa","Tristana","Win","26","11","4","1","16","7","0","13","Perfect_KDA","274","36","0","10.1","13194","484","22.2","32","11","13","2","2","1.17","0.4","0.07","0.48","12.5","25117","16867","7372","878","922","25.2","0.73","76.9","0","2","0","0","0","68","5","-518","0","0","7347","7347","5377","0","7297","0","3","148","12437","0","5","24","250","0"
"Jun","SUPPORT","FNC","SK","Luon","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","2","Red","0:27:15","Ezreal","KSante","Rakan","Alistar","Rakan","Alistar","Win","26","11","4","1","13","0","1","23","23","25","0","0","0.9","8162","300","13.7","140","80","15","13","13","5.14","2.94","0.48","0.55","54.7","10384","1992","7262","1130","381","10.4","0.84","88.5","0","0","0","0","0","103","2","646","1","0","1589","1589","9292","4156","18004","2550","46","130","18736","10","16","32","0","0"
"Brokenblade","TOP","G2","BDS","Adam","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","3","Blue","0:30:35","Jinx","Leona","Sejuani","Taliyah","Aatrox","Dr._Mundo","Win","20","11","2","2","17","3","2","2","2.5","245","0","0","8","11957","391","18.8","34","17","5","6","6","1.11","0.56","0.2","0.16","11.3","24915","16381","4813","3721","815","23.5","0.16","25","2","0","0","0","0","577","24","1377","1","0","1699","1699","20331","0","30010","0","15","252","44600","47","7","21","0","150"
"Yike","JUNGLE","G2","BDS","Sheo","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","3","Blue","0:30:35","Rell","Tristana","Lucian","Zeri","Sejuani","Viego","Win","20","11","2","2","15","5","3","9","4.7","153","140","0","5","11481","375","18","38","12","5","10","10","1.24","0.39","0.33","0.16","12.6","10677","5488","3737","1452","349","10","0.46","70","0","1","0","0","0","-346","-18","-176","0","0","1272","1272","13469","323","42990","0","20","460","35385","73","10","29","0","0"
"Caps","MID","G2","BDS","nuc","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","3","Blue","0:30:35","Rumble","Ashe","Caitlyn","Nautilus","Lucian","Taliyah","Win","20","11","2","2","18","9","3","7","5.3","322","18","0","10.5","16205","530","25.4","59","14","10","6","6","1.93","0.46","0.2","0.33","19.6","34441","29369","3483","1589","1126","32.4","0.52","80","0","1","0","0","0","1569","26","927","1","0","9707","9707","6893","0","13094","0","0","53","21692","58","7","23","150","900"
"Hans_Sama","ADCARRY","G2","BDS","Ice","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","3","Blue","0:30:35","Vi","Braum","Renata_Glasc","Viego","Caitlyn","Zeri","Win","20","11","2","2","16","3","0","6","Perfect_KDA","299","27","0","9.8","14782","483","23.2","24","9","8","1","0","0.78","0.29","0.03","0.26","8","27454","26652","712","90","898","25.8","0.29","45","0","0","0","0","0","47","-19","-796","-1","0","13266","13266","9164","0","7655","0","9","46","12748","0","2","20","0","0"
"Mikyx","SUPPORT","G2","BDS","Labrov","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","3","Blue","0:30:35","Renekton","Zyra","Aatrox","Dr._Mundo","Renata_Glasc","Nautilus","Win","20","11","2","2","13","0","1","16","16","35","0","0","1.1","9264","303","14.5","146","86","16","17","17","4.77","2.81","0.56","0.52","48.5","8756","1297","5912","1547","286","8.2","0.52","80","0","0","0","0","0","671","3","478","1","0","2168","2168","2876","1512","12872","5133","20","177","10557","21","19","36","0","0"
"Adam","TOP","BDS","G2","Brokenblade","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","3","Red","0:30:35","Leona","Jinx","Taliyah","Sejuani","Dr._Mundo","Aatrox","Loss","9","2","1","0","15","0","1","2","2","234","0","0","7.7","10277","336","19.9","30","11","8","3","3","0.98","0.36","0.1","0.26","12.1","16359","3163","13106","90","535","22.2","0.07","22.2","0","0","0","0","0","-577","-24","-1377","-1","0","2726","2726","7570","0","31079","0","13","312","34957","38","6","23","0","0"
"Sheo","JUNGLE","BDS","G2","Yike","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","3","Red","0:30:35","Tristana","Rell","Zeri","Lucian","Viego","Sejuani","Loss","9","2","1","0","14","3","7","4","1","156","141","0","5.1","9499","311","18.4","38","9","12","5","4","1.24","0.29","0.16","0.39","15.4","10496","9646","340","510","343","14.2","0.23","77.8","1","0","0","0","0","346","18","176","0","0","0","0","15289","0","26040","0","8","134","32521","180","4","23","100","0"
"nuc","MID","BDS","G2","Caps","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","3","Red","0:30:35","Ashe","Rumble","Nautilus","Caitlyn","Taliyah","Lucian","Loss","9","2","1","0","15","2","6","5","1.2","235","0","0","7.7","10446","342","20.2","28","7","8","5","5","0.92","0.23","0.16","0.26","11.3","21883","1423","20323","137","716","29.7","0.23","77.8","1","0","0","0","0","-1569","-26","-927","-1","0","0","0","1761","0","11749","0","32","360","19516","162","8","24","250","50"
"Ice","ADCARRY","BDS","G2","Hans_Sama","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","3","Red","0:30:35","Braum","Vi","Viego","Renata_Glasc","Zeri","Caitlyn","Loss","9","2","1","0","16","4","1","1","5","371","30","0","12.1","15104","494","29.2","55","15","24","7","6","1.8","0.49","0.23","0.78","22.3","20107","13486","5445","1176","657","27.3","0.16","55.6","0","0","0","0","0","-47","19","796","1","0","1186","1186","7126","0","11906","0","7","267","17813","38","8","28","700","100"
"Labrov","SUPPORT","BDS","G2","Mikyx","7/14/2024","2","3","v14.13","Summer_Playoffs_24","1","2","3","3","Red","0:30:35","Zyra","Renekton","Dr._Mundo","Aatrox","Nautilus","Renata_Glasc","Loss","9","2","1","0","13","0","5","7","1.4","26","0","0","0.9","6326","207","12.2","96","59","9","14","11","3.14","1.93","0.46","0.29","38.9","4923","807","2850","1266","161","6.7","0.23","77.8","0","0","0","0","0","-671","-3","-478","-1","0","139","139","0","0","24359","0","35","175","20733","136","16","30","0","0"
"Brokenblade","TOP","G2","BDS","Adam","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","4","Blue","0:33:09","Jinx","Leona","Tristana","Corki","Jayce","Malphite","Win","19","11","3","2","17","1","4","7","2","249","4","0","7.5","12515","378","18.3","24","14","2","3","3","0.72","0.42","0.09","0.06","9.8","19165","15251","3522","392","578","17.8","0.24","42.1","0","0","0","0","0","-1349","-24","-1728","-2","0","7034","7034","3691","0","16014","0","14","146","20712","79","7","30","0","0"
"Yike","JUNGLE","G2","BDS","Sheo","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","4","Blue","0:33:09","Rell","Sejuani","Maokai","Zyra","Maokai","Zyra","Win","19","11","3","2","15","3","3","8","3.7","164","143","0","4.9","12488","377","18.2","39","6","7","5","5","1.18","0.18","0.15","0.21","15.9","21347","630","17369","3348","644","19.8","0.33","57.9","0","0","0","0","0","423","-12","-331","0","1","1775","1775","17766","0","27916","52","40","481","40185","114","5","24","100","0"
"Caps","MID","G2","BDS","nuc","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","4","Blue","0:33:09","Rumble","Caitlyn","Ashe","Zeri","Tristana","Corki","Win","19","11","3","2","18","9","2","5","7","346","38","0","10.4","17659","533","25.8","35","13","8","2","2","1.06","0.39","0.06","0.24","14.2","38881","34928","3429","524","1173","36","0.42","73.7","3","0","1","0","0","283","6","317","0","0","8830","8830","15173","0","19597","0","7","84","33121","92","4","21","550","500"
"Hans_Sama","ADCARRY","G2","BDS","Ice","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","4","Blue","0:33:09","Nautilus","Braum","Seraphine","Alistar","Ashe","Zeri","Win","19","11","3","2","16","5","3","8","4.3","322","23","0","9.7","16257","490","23.7","34","12","7","3","3","1.03","0.36","0.09","0.21","13.8","23072","20442","2426","204","696","21.4","0.39","68.4","0","0","0","0","0","1384","17","655","1","0","8921","8921","5364","0","13112","0","54","1002","18546","129","5","23","0","550"
"Mikyx","SUPPORT","G2","BDS","Labrov","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","4","Blue","0:33:09","Blitzcrank","Renata_Glasc","Jayce","Malphite","Seraphine","Alistar","Win","19","11","3","2","13","1","5","10","2.2","28","0","0","0.8","9591","289","14","114","48","14","15","13","3.44","1.45","0.45","0.42","46.3","5434","654","4296","484","164","5","0.33","57.9","0","0","0","0","0","1053","3","291","1","0","2794","2794","13659","11483","9559","4708","19","98","15430","108","17","35","0","0"
"Adam","TOP","BDS","G2","Brokenblade","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","4","Red","0:33:09","Leona","Jinx","Corki","Tristana","Malphite","Jayce","Loss","17","5","0","0","16","4","4","10","3.5","208","0","0","6.3","11824","357","19.5","32","18","3","5","5","0.97","0.54","0.15","0.09","14.1","16213","3985","12036","192","489","17.6","0.42","82.4","2","0","0","0","0","1349","24","1728","2","0","1522","1522","985","0","55956","0","25","703","23729","161","8","25","350","100"
"Sheo","JUNGLE","BDS","G2","Yike","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","4","Red","0:33:09","Sejuani","Rell","Zyra","Maokai","Zyra","Maokai","Loss","17","5","0","0","15","1","4","8","2.3","221","178","0","6.7","10745","324","17.7","35","6","14","5","4","1.06","0.18","0.15","0.42","15.4","22284","820","21117","347","672","24.2","0.27","52.9","0","0","0","0","0","-423","12","331","0","0","0","0","6563","0","10481","0","44","675","20898","149","6","19","0","0"
"nuc","MID","BDS","G2","Caps","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","4","Red","0:33:09","Caitlyn","Rumble","Zeri","Ashe","Corki","Tristana","Loss","17","5","0","0","18","4","4","1","1.3","335","2","0","10.1","15031","453","24.8","20","11","2","3","2","0.6","0.33","0.09","0.06","8.8","27172","20619","4033","2520","820","29.5","0.15","29.4","1","1","0","0","0","-283","-6","-317","0","0","7648","7648","6519","0","18963","0","0","68","25316","146","4","27","300","200"
"Ice","ADCARRY","BDS","G2","Hans_Sama","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","4","Red","0:33:09","Braum","Nautilus","Alistar","Seraphine","Zeri","Ashe","Loss","17","5","0","0","16","7","2","4","5.5","338","12","0","10.2","15597","470","25.7","29","11","8","2","1","0.87","0.33","0.06","0.24","12.8","21950","14977","6504","469","662","23.8","0.33","64.7","0","1","0","0","0","-1384","-17","-655","-1","0","5455","5455","9794","0","17659","0","5","158","27674","42","3","21","200","350"
"Labrov","SUPPORT","BDS","G2","Mikyx","7/14/2024","2","3","v14.13","Summer_Playoffs_24","2","2","3","4","Red","0:33:09","Renata_Glasc","Blitzcrank","Malphite","Jayce","Alistar","Seraphine","Loss","17","5","0","0","13","1","6","9","1.7","21","0","0","0.6","7407","223","12.2","111","56","8","17","14","3.35","1.69","0.51","0.24","48.9","4520","567","2893","1060","136","4.9","0.3","58.8","0","0","0","0","0","-1053","-3","-291","-1","0","0","0","9495","5759","24142","0","27","73","31564","119","19","33","200","0"
"Wunder","TOP","TH","GX","Th3Antonio","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:32:50","Yone","Sejuani","Corki","Maokai","Aatrox","Kennen","Loss","9","4","1","0","16","3","4","1","1","279","5","0","8.5","12918","393","22","41","14","5","5","5","1.25","0.43","0.15","0.15","13.5","11738","9639","2055","44","358","19","0.12","44.4","0","0","0","0","0","1653","33","1107","1","0","2742","2742","8912","0","21832","0","12","112","29144","145","6","24","300","100"
"Jankos","JUNGLE","TH","GX","Juhan","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:32:50","Rumble","Zeri","Brand","Kaisa","Brand","Maokai","Loss","9","4","1","0","15","1","3","5","2","222","193","0","6.8","10691","326","18.2","75","32","13","11","11","2.28","0.97","0.34","0.4","24.7","11601","459","10617","525","353","18.8","0.18","66.7","0","0","0","0","0","614","21","871","1","0","179","179","12077","0","14318","0","17","511","25945","97","11","30","0","0"
"Zwyroo","MID","TH","GX","Jackies","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:32:50","Ezreal","Tristana","Leona","Lucian","Corki","Lucian","Loss","9","4","1","0","18","3","2","1","2","347","16","0","10.6","14487","441","24.7","46","14","10","6","6","1.4","0.43","0.18","0.3","15.1","16498","12058","2703","1737","502","26.8","0.12","44.4","0","0","0","0","0","67","1","-155","0","0","5331","5331","7159","0","12201","0","1","64","20093","48","7","33","100","450"
"Flakked","ADCARRY","TH","GX","Patrik","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:32:50","Ornn","Ashe","Aatrox","Alistar","Aphelios","Kaisa","Loss","9","4","1","0","16","2","5","2","0.8","309","19","0","9.4","13323","406","22.7","43","20","10","7","7","1.31","0.61","0.21","0.3","14.1","19522","18842","350","330","595","31.7","0.12","44.4","0","0","0","0","0","918","-4","171","0","0","1419","1419","4290","0","11021","0","9","100","15638","158","8","30","0","100"
"Trymbi","SUPPORT","TH","GX","IgNar","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:32:50","Rell","Jinx","Aphelios","Kennen","Leona","Alistar","Loss","9","4","1","0","10","0","5","6","1.2","25","0","0","0.8","7304","222","12.4","99","59","8","11","9","3.02","1.8","0.34","0.24","32.6","2305","615","1624","66","70","3.7","0.18","66.7","0","0","0","0","0","-297","-10","-833","-1","0","159","159","1702","89","27175","2363","14","40","18920","138","13","31","0","0"
"Th3Antonio","TOP","GX","TH","Wunder","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:32:50","Sejuani","Yone","Maokai","Corki","Kennen","Aatrox","Win","19","9","4","2","17","4","3","7","3.7","260","0","0","7.9","13557","413","20.4","17","5","5","3","3","0.52","0.15","0.09","0.15","6.2","17822","1994","15756","72","543","21.4","0.34","57.9","2","0","0","0","0","-1653","-33","-1107","-1","0","3692","3692","4493","994","13684","0","15","52","14598","103","4","22","500","100"
"Juhan","JUNGLE","GX","TH","Jankos","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:32:50","Zeri","Rumble","Kaisa","Brand","Maokai","Brand","Win","19","9","4","2","16","0","0","11","Perfect_KDA","205","181","0","6.2","11656","355","17.5","63","15","19","12","12","1.92","0.46","0.37","0.58","22.8","14843","272","12438","2133","452","17.8","0.34","57.9","0","0","0","0","0","-614","-21","-871","-1","0","2458","2458","22202","0","27955","0","37","567","35784","0","12","29","0","0"
