"Player","Role","Team","Opponent_Team","Opponent_Player","Date","Round","Day","Patch","Stage","No_Game","all_Games","Format","Game_of_day","Side","Time","Ban","Ban_Opponent","Pick","Pick_Opponent","Champion","Champion_Opponent","Outcome","Kills_Team","Turrets_Team","Dragon_Team","Baron_Team","Level","Kills","Deaths","Assists","KDA","CS","CS in Team's Jungle","CS in Enemy Jungle","CSM","Golds","GPM","GOLD%","Vision Score","Wards placed","Wards destroyed","Control Wards Purchased","Detector Wards Placed","VSPM","WPM","VWPM","WCPM","VS%","Total damage to Champion","Physical Damage","Magic Damage","True Damage","DPM","DMG%","K+A Per Minute","KP%","Solo kills","Double kills","Triple kills","Quadra kills","Penta kills","GD@15","CSD@15","XPD@15","LVLD@15","Objectives Stolen","Damage dealt to turrets","Damage dealt to buildings","Total heal","Total Heals On Teammates","Damage self mitigated","Total Damage Shielded On Teammates","Time ccing others","Total Time CC Dealt","Total damage taken","Total Time Spent Dead","Consumables purchased","Items Purchased","Shutdown bounty collected","Shutdown bounty lost"
"Canna","TOP","KC","BDS","Adam","7/26/2024","3","7","v14.13","Summer_Playoffs_24","2","5","5","2","Red","0:25:23","Rumble","Vi","Zeri","Sejuani","Renekton","Dr._Mundo","Loss","7","3","0","0","15","1","2","4","2.5","237","5","0","9.3","10650","420","24.5","25","9","7","6","5","0.98","0.35","0.24","0.28","12.1","20843","18093","2164","586","821","31.6","0.2","71.4","1","0","0","0","0","711","34","389","0","0","4954","4954","9596","0","20423","0","13","97","26832","26","7","21","50","50"
"Closer","JUNGLE","KC","BDS","Sheo","7/26/2024","3","7","v14.13","Summer_Playoffs_24","2","5","5","2","Red","0:25:23","Tristana","Maokai","Renekton","Rell","Brand","Sejuani","Loss","7","3","0","0","12","2","6","3","0.8","146","128","0","5.8","8090","319","18.6","30","7","8","4","3","1.18","0.28","0.16","0.32","14.6","17343","501","16802","40","683","26.3","0.2","71.4","0","0","0","0","0","-415","8","123","0","0","0","0","9148","0","12379","0","12","173","25662","195","4","16","50","50"
"Vladi","MID","KC","BDS","nuc","7/26/2024","3","7","v14.13","Summer_Playoffs_24","2","5","5","2","Red","0:25:23","Ashe","Azir","Brand","Jinx","Corki","Cassiopeia","Loss","7","3","0","0","14","2","2","3","2.5","202","0","0","8","8721","344","20.1","35","14","7","5","5","1.38","0.55","0.2","0.28","17","11173","7519","2721","933","440","16.9","0.2","71.4","0","0","0","0","0","-214","-12","-737","-1","0","747","747","2503","0","7582","0","1","62","12442","78","6","18","0","0"
"Upset","ADCARRY","KC","BDS","Ice","7/26/2024","3","7","v14.13","Summer_Playoffs_24","2","5","5","2","Red","0:25:23","Volibear","Lucian","Corki","Dr._Mundo","Zeri","Jinx","Loss","7","3","0","0","13","2","1","0","2","250","20","0","9.8","10364","408","23.9","27","13","6","5","4","1.06","0.51","0.2","0.24","13.1","12601","7827","4188","586","496","19.1","0.08","28.6","0","0","0","0","0","-769","-13","-444","0","0","2700","2700","3322","0","5336","0","5","205","10520","32","6","22","0","0"
"Targamas","SUPPORT","KC","BDS","Labrov","7/26/2024","3","7","v14.13","Summer_Playoffs_24","2","5","5","2","Red","0:25:23","Jax","Rakan","Leona","Cassiopeia","Leona","Rell","Loss","7","3","0","0","10","0","6","5","0.8","30","0","0","1.2","5558","219","12.8","89","43","14","12","11","3.51","1.69","0.47","0.55","43.2","4025","1028","2037","960","159","6.1","0.2","71.4","0","0","0","0","0","-641","4","-126","0","0","0","0","735","0","17121","0","22","54","16325","85","14","24","0","0"
"Canna","TOP","KC","BDS","Adam","7/26/2024","3","7","v14.13","Summer_Playoffs_24","3","5","5","3","Blue","0:42:35","Rell","Sejuani","Tristana","Corki","Gnar","Malphite","Loss","8","3","2","0","17","0","5","4","0.8","301","25","0","7.1","13260","311","18.9","61","21","12","11","11","1.43","0.49","0.26","0.28","15.8","16193","13482","2711","0","380","17.8","0.09","50","0","0","0","0","0","1107","40","921","1","0","6143","6143","10480","0","45299","0","33","585","44769","195","12","31","0","100"
"Closer","JUNGLE","KC","BDS","Sheo","7/26/2024","3","7","v14.13","Summer_Playoffs_24","3","5","5","3","Blue","0:42:35","Ashe","Maokai","Zeri","Kaisa","Vi","Morgana","Loss","8","3","2","0","15","0","5","3","0.6","189","160","0","4.4","10585","249","15.1","74","18","19","16","15","1.74","0.42","0.38","0.45","19.2","5852","5620","0","232","137","6.4","0.07","37.5","0","0","0","0","0","105","5","110","0","0","0","0","15148","0","47675","0","18","223","40007","171","17","35","0","0"
"Vladi","MID","KC","BDS","nuc","7/26/2024","3","7","v14.13","Summer_Playoffs_24","3","5","5","3","Blue","0:42:35","Zyra","Rumble","Vi","Morgana","Tristana","Corki","Loss","8","3","2","0","18","3","3","4","2.3","424","24","0","10","18427","433","26.2","41","20","8","5","5","0.96","0.47","0.12","0.19","10.6","31684","29662","1430","592","744","34.8","0.16","87.5","0","0","0","0","0","1331","-1","69","1","0","2126","2126","15773","0","24839","0","5","236","36568","96","7","28","600","250"
"Upset","ADCARRY","KC","BDS","Ice","7/26/2024","3","7","v14.13","Summer_Playoffs_24","3","5","5","3","Blue","0:42:35","KSante","Kennen","Lulu","Alistar","Zeri","Kaisa","Loss","8","3","2","0","18","4","2","4","4","476","50","0","11.2","19027","447","27.1","44","18","11","4","4","1.03","0.42","0.09","0.26","11.4","31026","21624","8797","605","729","34.1","0.19","100","0","0","0","0","0","396","-3","-317","0","0","1049","1049","13884","0","19622","0","8","299","26085","42","6","29","250","400"
"Targamas","SUPPORT","KC","BDS","Labrov","7/26/2024","3","7","v14.13","Summer_Playoffs_24","3","5","5","3","Blue","0:42:35","Nautilus","Rakan","Gnar","Malphite","Lulu","Alistar","Loss","8","3","2","0","15","1","2","6","3.5","33","0","0","0.8","8955","210","12.7","165","85","16","20","18","3.87","2","0.47","0.38","42.9","6307","604","5081","622","148","6.9","0.16","87.5","0","0","0","0","0","466","-3","489","1","0","0","0","12066","6084","9084","8824","34","266","19624","12","22","38","0","0"
"Adam","TOP","BDS","KC","Canna","7/26/2024","3","7","v14.13","Summer_Playoffs_24","3","5","5","3","Red","0:42:35","Sejuani","Rell","Corki","Tristana","Malphite","Gnar","Win","17","10","4","3","18","0","1","9","9","261","0","0","6.1","14042","330","17.3","66","16","24","10","10","1.55","0.38","0.23","0.56","15.8","20206","5146","14806","254","475","15.4","0.21","52.9","0","0","0","0","0","-1107","-40","-921","-1","0","4699","4699","3921","0","88120","0","39","1790","26093","42","16","33","0","0"
"Sheo","JUNGLE","BDS","KC","Closer","7/26/2024","3","7","v14.13","Summer_Playoffs_24","3","5","5","3","Red","0:42:35","Maokai","Ashe","Kaisa","Zeri","Morgana","Vi","Win","17","10","4","3","18","2","1","14","16","251","222","0","5.9","14880","349","18.3","48","5","15","4","4","1.13","0.12","0.09","0.35","11.5","24847","458","22458","1931","583","18.9","0.38","94.1","0","0","0","0","0","-105","-5","-110","0","0","2647","2647","22827","712","20763","944","32","366","33666","10","5","20","50","0"
"nuc","MID","BDS","KC","Vladi","7/26/2024","3","7","v14.13","Summer_Playoffs_24","3","5","5","3","Red","0:42:35","Rumble","Zyra","Morgana","Vi","Corki","Tristana","Win","17","10","4","3","18","5","2","7","6","454","39","0","10.7","19927","468","24.5","49","14","13","4","4","1.15","0.33","0.09","0.31","11.7","37403","28303","5770","3330","878","28.5","0.28","70.6","0","1","0","0","0","-1331","1","-69","-1","0","9124","9124","7890","0","15714","0","0","78","21132","68","6","35","200","250"
"Ice","ADCARRY","BDS","KC","Upset","7/26/2024","3","7","v14.13","Summer_Playoffs_24","3","5","5","3","Red","0:42:35","Kennen","KSante","Alistar","Lulu","Kaisa","Zeri","Win","17","10","4","3","18","8","2","6","7","446","28","0","10.5","21361","502","26.3","91","19","23","5","5","2.14","0.45","0.12","0.54","21.8","43615","9870","33512","233","1024","33.3","0.33","82.4","0","1","1","0","0","-396","3","317","0","0","11149","11149","11877","0","21284","0","1","182","24563","109","7","27","450","500"
"Labrov","SUPPORT","BDS","KC","Targamas","7/26/2024","3","7","v14.13","Summer_Playoffs_24","3","5","5","3","Red","0:42:35","Rakan","Nautilus","Malphite","Gnar","Alistar","Lulu","Win","17","10","4","3","15","2","2","13","7.5","34","0","0","0.8","10977","258","13.5","164","97","14","25","25","3.85","2.28","0.59","0.33","39.2","5091","384","3708","999","120","3.9","0.35","88.2","0","0","0","0","0","-466","3","-489","-1","0","220","220","11072","6718","36313","846","25","63","29789","50","27","45","50","100"
"Canna","TOP","KC","BDS","Adam","7/26/2024","3","7","v14.13","Summer_Playoffs_24","4","5","5","4","Blue","0:32:05","Rell","Maokai","Tristana","Corki","Kennen","Sion","Win","11","7","4","0","17","2","0","5","Perfect_KDA","291","9","0","9.1","13488","420","22.7","54","19","10","11","11","1.68","0.59","0.34","0.31","16.4","15443","3204","12203","36","481","29","0.22","63.6","1","0","0","0","0","2409","44","1398","1","0","6860","6860","4221","360","7703","0","27","143","11245","0","12","28","0","0"
"Closer","JUNGLE","KC","BDS","Sheo","7/26/2024","3","7","v14.13","Summer_Playoffs_24","4","5","5","4","Blue","0:32:05","Ashe","Sejuani","Zeri","Kaisa","Viego","Brand","Win","11","7","4","0","15","2","1","5","7","217","197","0","6.8","10723","334","18.1","51","10","18","10","8","1.59","0.31","0.31","0.56","15.5","7792","6336","1070","386","243","14.7","0.22","63.6","0","0","0","0","0","467","5","320","1","0","1950","1950","24180","0","25996","0","9","196","35970","0","9","24","0","0"
"Vladi","MID","KC","BDS","nuc","7/26/2024","3","7","v14.13","Summer_Playoffs_24","4","5","5","4","Blue","0:32:05","Malphite","Rumble","Kennen","Nautilus","Tristana","Corki","Win","11","7","4","0","17","1","1","1","2","322","15","0","10","13454","419","22.7","53","14","11","3","3","1.65","0.44","0.09","0.34","16.1","10667","9238","1069","360","332","20.1","0.06","18.2","0","0","0","0","0","197","-8","-165","0","0","7458","7458","8186","0","11088","0","4","144","19712","0","4","22","100","300"
"Upset","ADCARRY","KC","BDS","Ice","7/26/2024","3","7","v14.13","Summer_Playoffs_24","4","5","5","4","Blue","0:32:05","Zyra","Rakan","Alistar","Brand","Zeri","Kaisa","Win","11","7","4","0","16","6","0","3","Perfect_KDA","367","30","0","11.4","14806","461","24.9","53","16","18","6","5","1.65","0.5","0.19","0.56","16.1","16427","9905","6046","476","512","30.9","0.28","81.8","0","1","0","0","0","401","-7","-623","0","0","5536","5536","7262","0","7334","0","5","214","12418","0","7","23","0","0"
"Targamas","SUPPORT","KC","BDS","Labrov","7/26/2024","3","7","v14.13","Summer_Playoffs_24","4","5","5","4","Blue","0:32:05","Taliyah","Vi","Viego","Sion","Alistar","Nautilus","Win","11","7","4","0","11","0","1","7","7","33","0","0","1","6894","215","11.6","119","67","13","14","13","3.71","2.09","0.44","0.41","36.1","2834","414","2047","373","88","5.3","0.22","63.6","0","0","0","0","0","162","-2","248","1","0","0","0","2854","860","13434","0","22","43","19671","29","16","30","0","0"
"Adam","TOP","BDS","KC","Canna","7/26/2024","3","7","v14.13","Summer_Playoffs_24","4","5","5","4","Red","0:32:05","Maokai","Rell","Corki","Tristana","Sion","Kennen","Loss","3","3","1","1","16","1","2","1","1","231","0","0","7.2","10231","319","19.3","34","13","6","8","7","1.06","0.41","0.25","0.19","10.9","5933","3620","2299","14","185","11.5","0.06","66.7","0","0","0","0","0","-2409","-44","-1398","-1","0","2120","2120","971","0","28980","0","11","520","18877","11","9","26","0","0"
"Sheo","JUNGLE","BDS","KC","Closer","7/26/2024","3","7","v14.13","Summer_Playoffs_24","4","5","5","4","Red","0:32:05","Sejuani","Ashe","Kaisa","Zeri","Brand","Viego","Loss","3","3","1","1","15","0","1","3","3","209","186","0","6.5","10328","322","19.4","74","31","16","4","4","2.31","0.97","0.12","0.5","23.8","13663","231","13007","425","426","26.5","0.09","100","0","0","0","0","0","-467","-5","-320","-1","0","116","116","12570","0","10886","0","5","196","19284","48","5","23","0","0"
"nuc","MID","BDS","KC","Vladi","7/26/2024","3","7","v14.13","Summer_Playoffs_24","4","5","5","4","Red","0:32:05","Rumble","Malphite","Nautilus","Kennen","Corki","Tristana","Loss","3","3","1","1","17","1","1","1","2","319","17","0","9.9","12301","383","23.2","37","11","11","5","4","1.15","0.34","0.16","0.34","11.9","17036","11958","4118","960","531","33.1","0.06","66.7","0","0","0","0","0","-197","8","165","0","0","2000","2000","5587","0","9871","0","0","52","14571","0","6","26","0","0"
"Ice","ADCARRY","BDS","KC","Upset","7/26/2024","3","7","v14.13","Summer_Playoffs_24","4","5","5","4","Red","0:32:05","Rakan","Zyra","Brand","Alistar","Kaisa","Zeri","Loss","3","3","1","1","17","1","2","0","0.5","350","0","0","10.9","13514","421","25.4","44","13","18","3","3","1.37","0.41","0.09","0.56","14.1","12662","4588","7918","156","395","24.6","0.03","33.3","0","0","0","0","0","-401","7","623","0","0","937","937","5422","0","9831","0","1","79","12412","16","4","19","300","100"
"Labrov","SUPPORT","BDS","KC","Targamas","7/26/2024","3","7","v14.13","Summer_Playoffs_24","4","5","5","4","Red","0:32:05","Vi","Taliyah","Sion","Viego","Nautilus","Alistar","Loss","3","3","1","1","11","0","5","1","0.2","31","0","0","1","6758","211","12.7","122","70","11","20","19","3.8","2.18","0.62","0.34","39.2","2246","563","1683","0","70","4.4","0.03","33.3","0","0","0","0","0","-162","2","-248","-1","0","0","0","157","0","16556","0","16","172","16184","93","23","35","0","0"
"Adam","TOP","BDS","KC","Canna","7/26/2024","3","7","v14.13","Summer_Playoffs_24","5","5","5","5","Blue","0:30:34","Maokai","Tristana","Sejuani","Zeri","Olaf","Akali","Win","21","9","2","1","15","6","2","5","5.5","166","4","0","5.4","10822","354","17.6","32","10","6","6","6","1.05","0.33","0.2","0.2","9.6","12402","9523","0","2879","406","15.5","0.36","52.4","0","1","0","0","0","81","-26","-301","-1","0","2674","2674","8513","0","18514","0","7","325","17267","53","7","22","0","0"
"Sheo","JUNGLE","BDS","KC","Closer","7/26/2024","3","7","v14.13","Summer_Playoffs_24","5","5","5","5","Blue","0:30:34","Vi","Rumble","Jinx","Rell","Sejuani","Viego","Win","21","9","2","1","15","2","1","18","20","182","146","0","6","11242","368","18.3","62","29","14","6","5","2.03","0.95","0.2","0.46","18.5","11194","5391","5657","146","366","14","0.65","95.2","0","1","0","0","0","1117","0","304","0","0","254","254","11650","180","42252","0","23","445","23572","21","7","25","250","0"
"nuc","MID","BDS","KC","Vladi","7/26/2024","3","7","v14.13","Summer_Playoffs_24","5","5","5","5","Blue","0:30:34","Azir","Renekton","Lucian","Corki","Lucian","Corki","Win","21","9","2","1","17","8","2","8","8","292","40","0","9.6","15491","507","25.2","43","14","8","4","4","1.41","0.46","0.13","0.26","12.8","27084","23371","3713","0","886","33.8","0.52","76.2","0","2","0","0","0","340","-3","234","0","0","6812","6812","4788","0","8122","0","0","76","15610","58","6","32","50","50"
"Ice","ADCARRY","BDS","KC","Upset","7/26/2024","3","7","v14.13","Summer_Playoffs_24","5","5","5","5","Blue","0:30:34","Kennen","Renata_Glasc","Rakan","Viego","Jinx","Zeri","Win","21","9","2","1","16","5","0","4","Perfect_KDA","354","24","0","11.6","15196","497","24.7","57","13","18","3","3","1.86","0.43","0.1","0.59","17","24015","23538","381","96","786","30","0.29","42.9","0","0","0","0","0","-1746","-5","-849","-1","0","5561","5561","7658","0","7444","0","14","129","13178","0","3","26","0","0"
"Labrov","SUPPORT","BDS","KC","Targamas","7/26/2024","3","7","v14.13","Summer_Playoffs_24","5","5","5","5","Blue","0:30:34","Jayce","Alistar","Olaf","Akali","Rakan","Rell","Win","21","9","2","1","12","0","1","20","20","35","0","0","1.1","8677","284","14.1","141","79","21","13","13","4.61","2.58","0.43","0.69","42.1","5433","1082","4351","0","178","6.8","0.65","95.2","0","0","0","0","0","199","2","948","1","0","2005","2005","6125","2534","14204","3270","23","62","16469","16","15","32","0","0"
"Canna","TOP","KC","BDS","Adam","7/26/2024","3","7","v14.13","Summer_Playoffs_24","5","5","5","5","Red","0:30:34","Tristana","Maokai","Zeri","Sejuani","Akali","Olaf","Loss","6","2","2","0","14","1","5","0","0.2","201","0","0","6.6","8785","287","18.2","25","9","3","4","4","0.82","0.29","0.13","0.1","10","14252","462","12978","812","466","23.2","0.03","16.7","0","0","0","0","0","-81","26","301","1","0","0","0","880","0","11401","0","1","71","18996","137","6","24","0","0"
"Closer","JUNGLE","KC","BDS","Sheo","7/26/2024","3","7","v14.13","Summer_Playoffs_24","5","5","5","5","Red","0:30:34","Rumble","Vi","Rell","Jinx","Viego","Sejuani","Loss","6","2","2","0","13","0","5","4","0.8","156","142","0","5.1","8110","265","16.8","38","12","12","9","9","1.24","0.39","0.29","0.39","15.3","3012","2651","241","120","99","4.9","0.13","66.7","0","0","0","0","0","-1117","0","-304","0","0","0","0","13856","0","18423","0","4","179","30545","122","10","26","0","0"
"Vladi","MID","KC","BDS","nuc","7/26/2024","3","7","v14.13","Summer_Playoffs_24","5","5","5","5","Red","0:30:34","Renekton","Azir","Corki","Lucian","Corki","Lucian","Loss","6","2","2","0","15","1","3","5","2","262","12","0","8.6","11143","365","23.1","32","17","12","7","6","1.05","0.56","0.23","0.39","12.9","18848","13235","4209","1404","617","30.7","0.2","100","0","0","0","0","0","-340","3","-234","0","0","2091","2091","3857","0","12937","0","0","61","17533","67","9","27","50","50"
"Upset","ADCARRY","KC","BDS","Ice","7/26/2024","3","7","v14.13","Summer_Playoffs_24","5","5","5","5","Red","0:30:34","Renata_Glasc","Kennen","Viego","Rakan","Zeri","Jinx","Loss","6","2","2","0","15","4","2","2","3","336","28","0","11","13811","452","28.6","51","14","32","4","3","1.67","0.46","0.13","1.05","20.5","22367","16411","4681","1275","732","36.5","0.2","100","0","1","0","0","0","1746","5","849","1","0","2762","2762","7695","0","10870","0","12","255","20175","82","5","21","0","250"
"Targamas","SUPPORT","KC","BDS","Labrov","7/26/2024","3","7","v14.13","Summer_Playoffs_24","5","5","5","5","Red","0:30:34","Alistar","Jayce","Akali","Olaf","Rell","Rakan","Loss","6","2","2","0","10","0","6","4","0.7","25","0","0","0.8","6378","209","13.2","103","61","13","18","16","3.37","2","0.59","0.43","41.4","2855","428","1639","788","93","4.7","0.13","66.7","0","0","0","0","0","-199","-2","-948","-1","0","1060","1060","1342","170","25110","0","27","60","21452","79","20","33","0","0"
"Brokenblade","TOP","G2","BDS","Adam","7/27/2024","4","8","v14.13","Summer_Playoffs_24","1","4","5","1","Blue","0:33:52","Ziggs","Tristana","Rumble","Ashe","Rumble","Ornn","Loss","10","4","0","0","16","2","2","6","4","264","24","0","7.8","14797","437","25","45","21","5","8","8","1.33","0.62","0.24","0.15","16","27832","538","25932","1362","822","30.1","0.24","80","0","0","0","0","0","1194","15","821","1","0","5161","5161","4142","668","17755","0","19","354","15520","12","11","27","300","50"
"Yike","JUNGLE","G2","BDS","Sheo","7/27/2024","4","8","v14.13","Summer_Playoffs_24","1","4","5","1","Blue","0:33:52","Ezreal","Sejuani","Maokai","Lucian","Maokai","Zyra","Loss","10","4","0","0","13","1","5","5","1.2","150","142","0","4.4","9871","291","16.7","31","10","4","9","8","0.92","0.3","0.27","0.12","11","16788","489","13076","3223","496","18.1","0.18","60","0","0","0","0","0","-245","-32","-724","0","0","0","0","16422","0","26693","0","41","578","38494","128","9","26","0","0"
"Caps","MID","G2","BDS","nuc","7/27/2024","4","8","v14.13","Summer_Playoffs_24","1","4","5","1","Blue","0:33:52","Rell","Azir","Corki","Zyra","Corki","Lucian","Loss","10","4","0","0","17","4","3","4","2.7","330","13","0","9.7","14712","434","24.8","44","12","14","4","4","1.3","0.35","0.12","0.41","15.6","31187","23648","3690","3849","921","33.7","0.24","80","0","0","0","0","0","824","12","538","0","0","7582","7582","8438","0","17227","0","4","55","25557","95","5","24","350","400"
"Hans_Sama","ADCARRY","G2","BDS","Ice","7/27/2024","4","8","v14.13","Summer_Playoffs_24","1","4","5","1","Blue","0:33:52","KSante","Jhin","Varus","Ornn","Varus","Ashe","Loss","10","4","0","0","15","3","3","4","2.3","275","9","0","8.1","12457","368","21","41","14","13","4","4","1.21","0.41","0.12","0.38","14.5","10648","8850","1742","56","314","11.5","0.21","70","0","0","0","0","0","-63","-1","-477","-1","0","1544","1544","4980","0","7364","0","16","324","15061","97","5","20","0","150"
"Mikyx","SUPPORT","G2","BDS","Labrov","7/27/2024","4","8","v14.13","Summer_Playoffs_24","1","4","5","1","Blue","0:33:52","Olaf","Miss_Fortune","Leona","Braum","Leona","Braum","Loss","10","4","0","0","12","0","6","6","1","43","0","0","1.3","7409","219","12.5","121","55","18","16","13","3.57","1.62","0.47","0.53","42.9","6163","1037","3748","1378","182","6.7","0.18","60","0","0","0","0","0","-282","6","-77","0","0","0","0","1710","196","34966","0","22","52","28311","120","17","35","0","0"
"Adam","TOP","BDS","G2","Brokenblade","7/27/2024","4","8","v14.13","Summer_Playoffs_24","1","4","5","1","Red","0:33:52","Tristana","Ziggs","Ashe","Rumble","Ornn","Rumble","Win","19","8","4","2","17","2","1","12","14","222","0","0","6.6","11520","340","17.3","41","18","5","11","10","1.21","0.53","0.32","0.15","12.5","11284","4204","6896","184","333","12.2","0.41","73.7","0","1","0","0","0","-1194","-15","-821","-1","0","115","115","2590","0","53075","0","28","897","28447","12","15","33","0","0"
"Sheo","JUNGLE","BDS","G2","Yike","7/27/2024","4","8","v14.13","Summer_Playoffs_24","1","4","5","1","Red","0:33:52","Sejuani","Ezreal","Lucian","Maokai","Zyra","Maokai","Win","19","8","4","2","16","3","2","12","7.5","245","210","0","7.2","12907","381","19.4","63","9","20","7","7","1.86","0.27","0.21","0.59","19.1","20331","970","19319","42","600","22","0.44","78.9","0","1","0","0","0","245","32","724","0","1","567","567","6086","0","9767","0","33","568","16122","52","9","26","50","0"
"nuc","MID","BDS","G2","Caps","7/27/2024","4","8","v14.13","Summer_Playoffs_24","1","4","5","1","Red","0:33:52","Azir","Rell","Zyra","Corki","Lucian","Corki","Win","19","8","4","2","18","8","3","7","5","315","20","0","9.3","17525","517","26.3","43","16","9","5","5","1.27","0.47","0.15","0.27","13.1","27098","23197","3565","336","800","29.3","0.44","78.9","0","0","1","0","0","-824","-12","-538","0","0","6153","6153","7882","0","12093","0","2","49","22857","93","7","28","550","350"
"Ice","ADCARRY","BDS","G2","Hans_Sama","7/27/2024","4","8","v14.13","Summer_Playoffs_24","1","4","5","1","Red","0:33:52","Jhin","KSante","Ornn","Varus","Ashe","Varus","Win","19","8","4","2","17","5","1","11","16","324","16","0","9.6","15543","459","23.4","57","17","8","9","7","1.68","0.5","0.27","0.24","17.3","26724","21680","4680","364","789","28.9","0.47","84.2","0","1","0","0","0","63","1","477","1","0","9162","9162","8968","0","12000","0","38","781","16606","42","10","32","0","300"
"Labrov","SUPPORT","BDS","G2","Mikyx","7/27/2024","4","8","v14.13","Summer_Playoffs_24","1","4","5","1","Red","0:33:52","Miss_Fortune","Olaf","Braum","Leona","Braum","Leona","Win","19","8","4","2","14","1","3","17","6","33","0","0","1","9046","267","13.6","125","61","15","17","15","3.69","1.8","0.5","0.44","38","6922","1265","5567","90","204","7.5","0.53","94.7","0","0","0","0","0","282","-6","77","0","0","566","566","3101","979","24689","1479","26","112","28434","70","19","36","0","0"
"Brokenblade","TOP","G2","BDS","Adam","7/27/2024","4","8","v14.13","Summer_Playoffs_24","2","4","5","2","Blue","0:33:40","Rell","Tristana","Zyra","Ashe","Ornn","Renekton","Win","23","11","2","1","18","6","3","9","5","237","0","0","7","14317","425","21","43","20","3","8","8","1.28","0.59","0.24","0.09","13.9","20985","7006","13493","486","623","21.2","0.45","65.2","1","0","0","0","0","-1494","-14","-885","0","0","6560","6560","1568","0","61342","0","43","592","46106","80","9","32","600","0"
"Yike","JUNGLE","G2","BDS","Sheo","7/27/2024","4","8","v14.13","Summer_Playoffs_24","2","4","5","2","Blue","0:33:40","Rumble","Sejuani","Nautilus","Lucian","Zyra","Taliyah","Win","23","11","2","1","17","1","4","14","3.8","240","183","0","7.1","12830","381","18.8","44","8","21","8","7","1.31","0.24","0.24","0.62","14.2","20793","849","17962","1982","618","21","0.45","65.2","0","0","0","0","0","-1805","-22","-458","-1","0","1370","1370","6438","0","7559","0","26","620","14636","73","8","23","250","0"
"Caps","MID","G2","BDS","nuc","7/27/2024","4","8","v14.13","Summer_Playoffs_24","2","4","5","2","Blue","0:33:40","Braum","Azir","Miss_Fortune","Alistar","Corki","Lucian","Win","23","11","2","1","18","6","2","8","7","315","39","0","9.4","16913","502","24.8","45","10","15","2","2","1.34","0.3","0.06","0.45","14.5","30295","22638","3571","4086","900","30.7","0.42","60.9","2","1","0","0","0","-61","-11","-296","0","0","14902","14902","9940","0","17141","0","3","96","23475","38","5","24","150","700"
"Hans_Sama","ADCARRY","G2","BDS","Ice","7/27/2024","4","8","v14.13","Summer_Playoffs_24","2","4","5","2","Blue","0:33:40","Olaf","Ezreal","Ornn","Renekton","Miss_Fortune","Ashe","Win","23","11","2","1","16","8","3","4","4","287","10","0","8.5","15422","458","22.6","35","12","10","2","2","1.04","0.36","0.06","0.3","11.3","20218","18571","811","836","601","20.5","0.36","52.2","0","0","0","1","0","-1356","-7","-1064","-1","0","8707","8707","8338","0","18133","0","9","160","17937","86","3","19","150","0"
"Mikyx","SUPPORT","G2","BDS","Labrov","7/27/2024","4","8","v14.13","Summer_Playoffs_24","2","4","5","2","Blue","0:33:40","Nidalee","Varus","Corki","Taliyah","Nautilus","Alistar","Win","23","11","2","1","13","2","6","10","2","34","0","0","1","8839","263","12.9","143","81","15","22","21","4.25","2.41","0.65","0.45","46.1","6507","1334","4207","966","193","6.6","0.36","52.2","0","0","0","0","0","-397","-3","-166","-1","0","283","283","1465","0","33244","0","37","195","25606","88","24","39","0","0"
"Adam","TOP","BDS","G2","Brokenblade","7/27/2024","4","8","v14.13","Summer_Playoffs_24","2","4","5","2","Red","0:33:40","Tristana","Rell","Ashe","Zyra","Renekton","Ornn","Loss","18","5","3","0","16","4","5","3","1.4","268","4","0","8","13824","411","21.5","53","13","12","9","7","1.57","0.39","0.27","0.36","15.7","25513","22563","2754","196","758","25.1","0.21","38.9","1","0","0","0","0","1494","14","885","0","0","5507","5507","7979","0","36033","0","26","165","39298","177","12","29","700","250"
"Sheo","JUNGLE","BDS","G2","Yike","7/27/2024","4","8","v14.13","Summer_Playoffs_24","2","4","5","2","Red","0:33:40","Sejuani","Rumble","Lucian","Nautilus","Taliyah","Zyra","Loss","18","5","3","0","15","7","2","7","7","243","200","0","7.2","14727","437","22.9","77","28","18","3","3","2.29","0.83","0.09","0.53","22.8","29186","981","25274","2931","867","28.8","0.42","77.8","0","2","0","0","0","1805","22","458","1","1","616","616","8000","0","8301","0","31","773","17347","21","3","20","0","400"
"nuc","MID","BDS","G2","Caps","7/27/2024","4","8","v14.13","Summer_Playoffs_24","2","4","5","2","Red","0:33:40","Azir","Braum","Alistar","Miss_Fortune","Lucian","Corki","Loss","18","5","3","0","16","1","5","4","1","292","12","0","8.7","12987","386","20.2","28","13","5","3","3","0.83","0.39","0.09","0.15","8.3","19314","17464","1538","312","574","19","0.15","27.8","0","0","0","0","0","61","11","296","0","0","4271","4271","4564","0","10428","0","1","31","18736","151","4","25","0","200"
"Ice","ADCARRY","BDS","G2","Hans_Sama","7/27/2024","4","8","v14.13","Summer_Playoffs_24","2","4","5","2","Red","0:33:40","Ezreal","Olaf","Renekton","Ornn","Ashe","Miss_Fortune","Loss","18","5","3","0","16","5","5","7","2.4","297","8","0","8.8","14376","427","22.3","53","15","9","6","5","1.57","0.45","0.18","0.27","15.7","21842","18540","3206","96","649","21.5","0.36","66.7","0","0","0","0","0","1356","7","1064","1","0","2385","2385","4546","0","14116","0","46","807","20198","182","7","28","0","300"
